content,label
Dont seek followers unless youre ready to treat them like the real people they are http://t.co/qa1JFSka #Twitter RT @TweetSmarter,0
Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 10,0
Check this video out -- OmniTouch - Demo Video #Microsoft demonstrates touch screen for any surface http://t.co/NL9E08Q7,0
Loving #iOS5 !! #awesome @Apple,1
"my phone is off......thank GOD.# FUCK SPRINT . IM ON #TWITTER 2NITE
#LINAS",0
#twitter is a fad. Was addicted now I don't rly care.,-1
"time to change my twitter app, what's the best one for my iphone? Help please? #twitterapps : #twitter vs. #tweetcaster vs. #ubersoical ?",0
What's good #twitter,0
On Google+ then go here http://t.co/kDHaUfDl #GPlus #Googleplus #Google #teamfollowback #socialnetwork,0
Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve,0
#Google springs #IceCreamSandwich on Samsung #GalaxyNexus smartphone. Android tablets soon? http://t.co/yyU5q0I7 (TabTimes),0
New Galaxy Nexus: Hardware Improvements -  Camera captures 1080p video #nexus #samsung #google #android bit.ly/nEJbyE,0
The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany,0
#Android #Google Android 4.0 Ice Cream Sandwich SDK now Available for Download http://t.co/Fue4VXxe #DhilipSiva,0
@Brittjje #MICROSOFT,0
"I would like to thank #twitter for being here when I was bored ,sad , mad, happy and every other mood . Now twitter is a true friend .!",1
"RT @MichaelKroker: Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.c ...",0
Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai,0
#Google Googles Infinite Bookcase: An Abstract Browser For Limitless Libraries http://t.co/MyLzFMRq,0
A Childs-Eye View Of #Microsofts #Kinect For Kids: http://t.co/xW1ACTtj | #solutions #Kasper,0
New Galaxy Nexus: OS /Hardware Improvements -  Camera Zero Shutter Lag #nexus #samsung #google #android bit.ly/nEJbyE,1
#Google #NexusPrime Spec sheet: http://t.co/iuYKWVRQ #Android #Mobile,0
@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me,0
Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread,-1
@ammmylewis... Did @CarsonFratus just ditch Twitter for sleep?? #Weirdo... #Twitter&gt;Sleep,1
#Microsoft presents #Omnitouch - http://t.co/ui0aD1FJ - Very impressive and futuristic technology!,1
Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai,0
Steve Ballmer slams Android #microsoft #steveballmer http://t.co/wfSSexks,0
"RT @jilldyche: Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC, covering  #Microsoft. You ...",0
".@chrispirillo Re. #twitter 1,402,239 positive opinions http://t.co/uUd7ea3v? vs. 688,546 negative http://t.co/Q7Kf5xKz?",0
"Stay young, stay foolish. But take ownership when u f*ck up, don't complain, and never give up. #resilience @apple",0
"#SIGSource #Microsoft's Tami Reller says get on the bus and if you don't want to be on the bus, get off the road.",0
"Google Docs presentation makes PowerPoint weep, beg for mercy http://t.co/9rVHs6jk via @engadget #google #powerpoint #microsoft #haha",0
#SEO Tip:Examine #Google #Analytics reports frequently.Check the conversion and bounce rate+analyze traffic sources,0
@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA,1
@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT,0
@apple not happy with Apple today. I did the suggested software update and now nothing works!!!,-1
Notes for Jobs @Apple store in Palo alto downtown. http://t.co/4BJjfq4h,0
"A brick n mortar @Google store? Coming soon to London, US next? Copying @Apple business model? http://t.co/l4VTHsv5",0
iPhone users find the nearest trash for your device it's the correct place ! #Android #Apple #Google #iPhone,1
"#Android 4.0 Ice Cream: Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/vUWgyx3N #Google",1
@Adaddy101 @johnodame .. all this flirting over #twitter is starting to make me think you guys got a crush on each other #bromance.,0
#uberSocial on #blackberry #crackberry is better than the actual #twitter site. It's wack on the iphone. #CoolStoryBro,0
Galaxy Nexus #Android ICS barometer will undoubtedly be used to add 3D to #Google Maps.,0
Data Usage feature looks amazing and useful! #Google #GalaxyNexus,1
Dear @apple: Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http://t.co/5uHsTEPz,0
I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes.,-1
Watching the Android announcement from Google and Samsung. IceCream Sandwich looks really interesting. http://t.co/oeZK9iV1 #google #android,1
Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd,0
RT......zZzZzZzZzZzZzZzZzZzZ...... #Twitter off,0
#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/E8dCQo7s,0
Handling Multi-touch and Mouse Input in All Browsers http://t.co/duK6ze2G #microsoft #ie,0
"#Microsoft is currently paying to produce #swpats propaganda to lobby politicians with -- to make racketeering seem ""acceptable""",-1
Too bad I'm not an @Apple junkie. #icloud #apple #ios5,0
@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems,0
#Microsoft's Steve Ballmer attacks #Android phones - #Telegraph http://t.co/EvkkeA8l via @Telegraph,0
Reading: Android 4.0 'Ice Cream Sandwich' Features Announced By Google (HuffPost- Oct.18) #google http://t.co/wmqNPcLV,0
"#Microsoft CEO Steve Ballmer on Not Buying #Yahoo: Sometimes, Youre Lucky http://t.co/RI8HUaLD #uncategorized",0
RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.,-1
"And my favorite, ""is @danielltosh gay?"" #Google #autocomplete",0
Ouch!!! #Microsoft #Azure #fail http://t.co/LJpGVZJT,-1
"Google Offers to compete with Groupon, Living Social - Pittsburgh Post-Gazette http://t.co/Wwj3xvdm #google",0
"@coatgal @apple Paul had a chat with an advisor explained the problem : cost 120 repair !!
BUT wait for it , drumroll . . . .",0
is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK,0
RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management,0
"Zero-day exploits are low in number, but pose big threat, experts say: http://t.co/Tk7i6fw4 #Microsoft #ITsecurity",0
#Microsoft researchers want to turn your hand into a touchscreen http://t.co/byYIcRpS,0
17 Things You Didnt Know About #Twitter: http://t.co/LL61rx2R via @TweetSmarter RT @sharonhayes @ChoiceZnewZ #facts,0
"@nansen Man, that sux! @apple io5 upgrade a total #fail for you!",-1
@WesleyBackelant Indeed I survived #sqlpass #sqlkilt and a couple of vendor evenings :-)  I spared #sqlkaraoke my great voice :-) #microsoft,0
"@KushKitty420 you, #Facebook #twitter and the #tv are all #distractions whenever I wanna study ;(",-1
Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!,-1
#google #icecreamsandwich totally blowing #Apple iShit away...,1
yumyumyum...I want Ice Cream Sandwich... #google #android,1
@apple Siri is amazing,1
Noticed how @apple has added the like & tweet icons on their page? http://t.co/PZoNZeC8 #like #facebook #tweet,0
"#Samsung #Google announce new phone and then the #Apple #AppleStore goes down.

A little strange or am I reading too much into this?",0
Microsoft giving away free Windows Phones with a $499 purchase http://t.co/K2qYY9ex #Microsoft #Windows_Phone,0
"Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/XVcch6Os #PampersHelloApps""",0
"#Recruiting Tip: Ask yourself: why am I not building my personal brand on #LinkedIn, #Twitter, and #Facebook?",0
RT @derryXOwners: I like #twitter,1
Which planet is he living on? #Microsoft #CEO #Fail #palmface http://t.co/3zcq60SF,-1
#SEO Tip: #javascript can be a friend +an enemy.Use it wisely to block the content u want #google #bing #yahoo,0
Hugo is buddies with 50 Cent? #google #android,0
RT @Ant0ineH: Twitter Will Beat #Google+ And #Facebook With Simplicity- #Twitter CEO http://t.co/melkHdb7 Beat? You aren't competitors,0
i love #google,1
How #Apple eclipsed #Microsoft http://t.co/dL9CRCZy,-1
"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/g8Uof7uz #PampersHelloApps""",0
"MacBook Pros constrained, new models appear in Apples inventory system @apple @macbookpro... http://t.co/blGr9Ue5",0
Sounds like #CJ20K is going down sooner than later. #twitter #lookout,0
http://t.co/gAPEyL5N #Harmonix #Microsoft,0
"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world",-1
Microsoft applies for celebrity search patent #microsoft #bing http://t.co/7kAorRKZ,0
On Google+ then go here http://t.co/63B8wYPw #GPlus #Googleplus #Google #teamfollowback #socialnetwork,0
"#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/x4yWfNSV",-1
"#Microsofts Ballmer: Android phones are boring, overcomplicated http://t.co/xyM8fxD0 via @BGR",0
"The NEW #Microsoft Action Pack gives @MSPartners access to software, development tools, training and market visibility!",0
bye bye #twitter ;),0
Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t.co/yziwv1wd,0
"#Android #Google Galaxy Nexus and Ice Cream Sandwich Promo Video Released, Verizon Spotted in... http://t.co/1niTrTzu #DhilipSiva",0
Hall Pass had me rolling...... @Apple bee's lookin for nookie really,0
"""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon",0
#Twitter #NYERRR,0
"#Android #Google Samsung's Galaxy Nexus - It's Official, It's Headed For Global Availability, And It's... http://t.co/TI9Hy8LW #DhilipSiva",0
"@Apple iOS5 is all well and good and has nice new features, but I'm still waiting on an app that will go to work for me.",0
Learn how to keep Microsoft #Exchange costs low today at 11am Pacific.  Win with #Microsoft and #NetApp Webcast @ http://t.co/3NJAayMp,0
In honor of Steve Jobs. @apple #RIPSteve http://t.co/NyjhkNoU,0
But does request desktop site work with hulu?!?!? #ICS #Google,0
I so wish that #SteveBallmer from #Microsoft would have to swallow his words about #Yahoo: http://t.co/XSJGIfop,-1
@rtimbuc thx for publicly coming out out of the @Apple closet ... :),0
#Twitter ain't showing my current mentions or my tweets retweeted #Ughh,-1
#goodtoknow #privacy #google http://t.co/Ye337YR6,0
@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :),0
http://t.co/18xg3ivo! #Googles Ice Cream Sandwich Official http://t.co/7h5YdQCN #android #icecreamsandwich,0
#Twitter &gt; #Facebook,1
should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience,-1
"#Samsung, #Google Android 4 reveal: Live Event Blog by #engadet http://t.co/DL68lKQU",0
#Twitter lies RT @amerikusl I lose all my friends once they get pregnant :-(,0
"1,500 #followers on #Twitter and 2,500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!",0
#Measure your #Marketing.Get the FREE Analytics Campaign Tagger sheet for #Google #Analytics now! http://t.co/8WC3Y5kK,0
"@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now",-1
Just walked in the door of the #Microsoft #kenyaopendoor conference...,0
"""You don't have to be a computer scientist to use a Windows Phone,"" said #Microsoft 's #SteveBallmer, ""but you do to use an Android phone.""",0
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps",0
#Pearson and #Google take advantage of the profound lack of LMS PD with their new offering http://t.co/4RsRDU4G Also do not do reporting,0
"Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back save as! #autoSaveSucks",-1
And thanks to TWIT's AAA crew for the live coverage of the #Google / Samsung announcement!,0
On Google+ then go here http://t.co/18qxaSp2 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,0
#Twitter&FBOff,0
#twitter off!!...,0
"Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills",1
total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.,-1
http://t.co/pUvXwjjc How do #CMM & #BBC get #massive #hits? Is #Google @ work? blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy,0
"When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail",-1
I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out,1
#VisualStudio 11 Developer Preview Training Kit released: start learning - http://t.co/d6meZBZv #Microsoft,0
I don't see the point of following a news station on #twitter if there's breaking news people are gunna tweet about it anyway #obvs,0
"And @Apple I still have an old MBP from 2006 which I use - which can't run #Lion, I still like to sync it!",0
#Google confirms #Nexus S will get Ice Cream Sandwich -- for real this time (#Gingerbread http://t.co/vIoR326D,0
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/STIfQWTU,0
"RT @tiffanyk: [#Infographic] #Google+ cost half a billion to build, driving users to #1 most followed user: Mark Zuckerberg. http://t.co ...",0
Now @apple won't let me use credit on @iTunes unless I have a credit card. Should have told me when I redeemed the cards. Sound fair to you?,-1
Interesting bookcase..RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/urxJixCe by @MeghanKel,1
"Thank you, me too. Looking forward to reviewing your book @WarrenWhitlock #twitter #authors #socialmedia",0
@apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11,0
#Microsoft researchers want to turn your hand into a #touchscreen http://t.co/WJAB0tMQ via @arstechnica,0
"no kidding @thejabberwockey: Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...",0
New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/FYyIIMIX #VARs #phones,0
Goodnight #twitter see you in the morning for another #successful day!,0
"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/dN3qwkkb",0
Apparently @Apple genius training doesn't extend to clocks & service. They're half an hour late for my appointment and couldn't let me know?,-1
RT @iPadPowerUsers On Google+ then go here http://t.co/1OGs2xA9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,0
"RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit",-1
Well we should knw that this isnt the app from #google unlike #Apple.,0
Samsung And Google Announce Galaxy Nexus http://t.co/I6r95xgK #samsung #galaxy #nexus #google #android #ICS #news #tech,0
RT @frizzy_drizzy: @iTaylor_Simpson u post on #twitter to much like ery 5 sec #Damn,0
When I say I'm going to bed that really means I'm gonna sit on twitter for 30 min then go to bed! #Twitter&lt;3,1
first steps to holographic user interfaces? http://t.co/XkavtOm9 #microsoft #research,0
"@IGoHard_NoBONER Yooooo ""Mena Malia"" lOl I love your #Twitter name",0
@apple the iPhone 4s is great #genius,1
"Say no to 1,000 things. What are you saying ""no"" to? 7 Rules of Success from Steve Jobs of @apple #prodmgmt #management #innovation",0
@Apple  I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?,0
"- #twitter please forgive my last slew of tweets I'm having a rough night , but I pray you'll forgive me .#tosleepigo",0
#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things,1
#Twitter #Followers #Free: http://t.co/63VeKuZr,0
"@jackiestone1 yes! Tech peeps talk so much about algorithms, but tech should always tie back to people. @apple proves this #imediasummit",0
#Microsoft Announces New Playful Learning Titles - Wired News : http://t.co/nN8oietT #av,0
@codytigernord Just a reminder that you fail on #twitter,0
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps",0
#SEO Tip:Meta nofollowed or robots.txt blocked pages DO receive pagerank juice when they get links. #google,0
@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.,1
"@immad_immad #google, always thinking ahead",1
I hate #twitter right now..,-1
The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?,-1
ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation. #Google #Android #ICS,1
RT @J_Roc616: She lovin #JohnnyVegas!! But no #Twitter,0
"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.",1
#SEO tip:in multilang sites create folders for each lang.submit the urls in #google #webmaster tools+Use GeographicTarget,0
"When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered

",1
The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/PCu88z7j,0
fuck that facebook bullshit. #twitter bitch,1
"on that @Apple shit hard, change my twitter name to @_iFynest",0
"RT @KanvasKings: 1,500 #followers on #Twitter and 2,500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!",0
Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.,0
#OmniTouch #Microsoft  http://t.co/qwk0YUrH via @youtube,0
"RT @shanmoorthy: Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas  ...",0
"Yeah, there's no @apple twitter account.",0
"Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk",-1
"Dear @apple, why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone",0
Screened by RepRisk  #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft,-1
"RT @elishiawindfohr: #Twitter: Each second there are 2900 new tweets, for a total of 250 million per day and 7.5 billion per month. Rate ...",0
@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda.,1
GMusic Unites #Google #Music with #Apple iOS [#Apps] http://t.co/R0ih6ePa #republished,0
#google + #motorola + #verizon = perfect combination! &lt;3,1
"After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5, plus more. Not as stable, though.",-1
"is mulling #google+ but hmmm, just aint shore bout nuther social media profile.",-1
RT @bytenow: The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It's fast and has a nice screen - http://t.co/9RwvaUkq,0
"Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online, #Office365, #CRM, #Azure. http://t.co/o35vv1wt",0
"@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.",-1
#Kinect -projector makes all surfaces touchscreen #ar #touch #microsoft #xbox360 #gaming #games  http://t.co/67CMvCki,0
My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!,-1
"RT @GLaraLopez: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/0KcgbMWF #sm #socialmedia #redes ...",0
M'kiite #twitter Off,0
. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed,-1
@loribooLIVE like Manny from degrassi (: #google her !,0
"how come when #google talks about their #android camera app it's boring, but when #apple does it's ZOMG!!!1",0
@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU,0
"@coatgal had a really interestng experience up in the @Apple store though, Paul was with me up there, faulty #iphone4 - but out of warranty",0
RT @KiLLiN_EmSoftly: who follows ppl then unfollows them?!..  #YourLameAsHell tryna make it seem like your somebody IMPORTANT!! it's onl ...,0
http://t.co/Izh7KaiU #google #nexus #prime &lt;3 #android,1
#TeamGoogleNexus RT @B__Y #Google + #Samsung = Perfect #Icecream sandwich #GalaxyNexus,0
@ATT just so I have this right.I pre-ordered an iphone last wk and it will be here in a month. I could buy in an @apple store today.really?,0
Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone,1
RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ...,0
Exciting news: #Microsoft Names @Metalogix a Managed Partner in the High Potential ISV Group http://t.co/rHkqYXo2 #sharepoint,0
@bitwizards I'm Chillin in #Microsoft Commons at #CIO Summit  http://t.co/kj890KmF,0
RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!,1
#Android #Google Android Beam makes NFC for more than paying for things http://t.co/dxrbxjkB #DhilipSiva,0
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/XPGHLC2o,0
RT @LCmediaHouse: #Google vs Facebook: Get the Whole Picture for Your Marketing http://t.co/tm2xaijB  #SocialMedia,0
Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 19,0
#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt,-1
What Is Ice Cream Sandwich? - http://t.co/otA4rqi9 #Google,0
#Microsoft's Ballmer: Were beating #Google in the #cloud http://t.co/XIq3v54f,0
In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :(,-1
#Occupy #Microsoft nyc! windows phone camp,0
"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin",0
In that #twitter mood!,1
"I think I'm addicted to checking my #email, #twitter and #facebook",0
Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.,1
#GA-repost: RT @whymicrosoft Are you making the move from #GoogleApps to #Microsoft? &gt;&gt; #Metalogix can migrate y... http://t.co/z3Z3X9pA,0
Who else is on g+ ? Add for add? Let me know.  #TFB #TAF #google+,0
#Silver &#GOLD #Apple tumbles no matter how many sold #Microsoft buys them 4 a nice price so get in there show #justsayin #Droid rules inend,0
#microsoft says #android is too complex.  Interesting - from a user angle contrast #windows with #macos for a comparison.http://goo.gl/Wu3Zm,0
has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!,-1
"@Apple main office is #nowplaying  
A milli - Lil Wayne.",0
@RealEstateGuyWI All about yesterday's @Apple upgrade. Helpful but maddening,0
@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through.,0
"RT @KentisG: Agree ! RT @MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise soluti (cont) http ...",0
"RT @SebasCoulombe: Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung",1
"I wanna make the goose bump on your inner thigh show 
#twitter after dark ;)",0
Shout out to my man @swaggination for reaching 1000 tweets #twitterswag #twitterdeity #twittermilestone #twitter #twitter #tweets,0
"Just when #TomCruise thought he had a unique name for his daughter, @Apple pulls the rug out from under him with the new #Siri App.",0
@bidmyway I like your app for the @apple iPhone very simple and easy to use!,0
#Microsoft: #Mango Now Available to Nearly Everyone - http://t.co/vQkJ84AC #windowsphone #wp7,0
RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin,0
Windows 8 on a #Tablet? Can #Microsoft put a bruise on the #ipad? - http://t.co/WGRMnyPi #productivity #office,0
Nite #twitter,0
Esse prof acha que ningum sabe mexer no #microsoft word,0
"#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing",-1
People App in #ICS looks promising! As usual #Google is good at integrating different apps and make it a total new user experience!,1
@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI,0
#Microsoft Windows Server 2008 R2 Enterprise OEM #preisvergleich http://t.co/0jWsfMQn Bewertung softline24 #test #Microsoft,0
CE-Oh no he didn't: Steve Ballmer lays into Android http://t.co/uTmHyIFD #microsoft #ballmer #android,0
"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.",-1
"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/STIfQWTU",0
"Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks",-1
Android Ice Cream Sandwich and Galaxy Nexus: Everything You Need to Know - http://t.co/MSqsVMDK #google,0
Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp,1
Dear #twitter I have missed you. Promise i'll keep in touch more often,1
Everything Can Be A Digital ... http://t.co/fG0wfyWl #microsoft #carnegiemellon,0
Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 25,0
"RT @Stephaniezogrh Samsung, Google Unveil Latest Android OS, Phone - PCWorld http://t.co/0dkQs3h3 #Android #Samsung #Apple #Google #tech",0
"Pondering the iOS update... From the sounds of @MikeFerri's difficulties, I may just hold off :/ @Apple, FIX IT!",-1
#Android #Google Samsung Galaxy Nexus Gallery http://t.co/wUnmSQL6 #DhilipSiva,0
"RT @Div_Spartan: Fellow Michiganders, do the right thing. Get online! #Google helping #Michigan businesses get online http://t.co/npz2KwmQ",0
RT @jeffbullas: Twitter Reveals Its Latest Growth Numbers http://t.co/SujtK4fS #Twitter #SMM #SocialMedia,0
My #twitter age is 1 year 19 days 13 hours 37 minutes 17 seconds. Find out yours at http://t.co/XhRUA9Dz #twittertime,0
"Waited in line for nothing, fucking genius @Apple called an app for ""John"" not ""jean"" stop fucking up my name im not a French boy. #PCam ...",-1
#Microsoft Excel Tips: How To Alternate the Color Between Rows #tips http://t.co/WJWREFjJ,0
"dammit, listening to siri is making me want to upgrade. well played @apple.",1
RT@reimeraaron: #twitter keeps me from sleeping! #soaddicted,0
Microsoft giving away free Windows Phones with a $499 purchase http://t.co/GHPcGCpX #Microsoft #Windows_Phone,0
GN #Twitter.......z.z.z.z.z.z Z  Z z z z,0
#Google unveils Android 4.0 Ice Cream Sandwich http://t.co/dciffpI1 via @BGR,0
"GO, GO, GO Ice Cream Sandwich developers! #Android SDK r14 is LIVE @ http://t.co/OeUrmtLX! #Google",1
This Data Usage feature looks amazing on ICS. #android #samsung #google #GALAXYNexus,1
"@pmphillips @apple If my non-Apple equipment broke this often, I guess I'd need an Asus genius bar. But it doesn't, so I don't :-)",-1
got the new @apple update,0
"#Microsoft - We put the ""backwards"" into backwards compatibility. #instantfollowback",-1
"Steve Ballmer, #Microsoft's chief executive believes that #Google's #Android mobile phones for being too complicated. What do you...",0
"#Microsoft knows how to kick off an opening, but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w",-1
RT @/iPadPowerUsers-On Google+ then go here http://t.co/tMGHv24E #GPlus #Googleplus #Google #teamfollowback #socialnetwork,0
"VIDEO: #Microsoft CEO Steve Ballmer talks at #Web2.0Summit about #Yahoo, Bing, and more.  http://t.co/YEAXVP1V",0
"#Nokia workers ask, is chief executive a #Microsoft mole? http://t.co/lWJP9GiU",-1
"#twitter Adam Levine Takes Aim at 'Evil' Fox News, Starts Twitter Spat http://t.co/dZmPhbut #tweezard",0
@RickySinghPT got a new backside for my eye phone! V impressed with @apple,1
"Sdk available now, so you can develop apps for the phone and tablets right now. #Android4.0 #Google",0
The face recognition unlock would be cool if it works. #android #google #icecreamsandwich,-1
"I'm not a windows phone fan, but I'm a #Metro UI fan, which, IMO, has been fortunately (or sadly) copied by #Google into #ICS.",0
I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple,-1
