content,label
Three times in two days... I might have to start an airport chauffeur service! Haha. (@ Melbourne Airport (MEL)) https://t.co/lyPm3RfUQs,1
"So great to catch up with andrewbri today 
#friends #albertpark https://t.co/mAIMaufXet",1
That Kevin Andrews press conference was the political equivalent of a drunken lengthy late night Facebook post about an ex #auspol,-1
"We've got swagger, yes we do. We've got swagger how bout chu? @ Chapel Street https://t.co/XLF1IVcvTV",0
"@mickdundee48 Ah well if she's anything like her father, won't get very far. ",1
@KingMonteCarlo Thank you for following me I'm following you back ,0
Bring the Payne joke in before the lock #auspol,0
@zaranewsom Thank you for following me I'm following you back ,0
Back in now the brilliant @anastasiasoare brow palette  a must have in every mua kit  #makeupnet https://t.co/LBw0M0BV25,1
Fxck Xxthxrxty @ Royal Melbourne Showgrounds https://t.co/EBaQ57Cipk,-1
Sunday sips with @shortstepha  #footy #vflgullsdons #gobombers #bourbon #cider #cheers #sundaysips https://t.co/kMTbwNK7Pi,1
Fought hard to get a seat  #PJVFL #Essendon #Williamstown essendonvfl @ North Port Oval https://t.co/RnUdi72CDH,-1
"@bobearth VUN, ah ah ah, TWO, ah ah ah, THREE defence ministers!",0
Hanging out in the park with this guy and book reading up a storm. Pre-Newcastle festival calm. @ https://t.co/xwZUb41dwE,1
Lunch done well at @lebontonmelb with @spanieljasper and liamj_unofficial ! Thanks for the tip https://t.co/FwfyAWKcgE,1
"In my moving house chaos, lining up books by amazing women writers, academics &amp; poets fills me w/ calm http://t.co/s1Q2Vdm4xS",1
This travelling can stop now. Its awful to have to leave Melbourne on such a glorious afternoon. ,-1
"Morrison Treasurer after staying with Abbott in the vote. Good, sensible, mature stuff from Turnbull. Very promising.",1
Beautiful 12piece badger set by @morphebrushes quality brushes that are so affordable at $30.00 https://t.co/sd0vgajL0w,1
Its meant to be -2 later this week and I forgot to pack gloves and a scarf. Thats what I forgot to pack this trip. This game is fun.,-1
"Fuck yeah, no Hockey in Comms. What a clusterfuck that would have been.",-1
Hockey resigns from Parliament! Even better!,1
Iced mocha for a warm Melbourne afternoon  @ Lindt Chocolate Restaurant Chadstone https://t.co/EUatAxAzgZ,1
Going for too much in a 3oz espresso cup.  Lol @oneorigincoffee #oneorigin_specialtycoffee https://t.co/WcB6DcNYCh,1
@PeteDillon our Foreign Minister and Defence Minister are women. Good start.,1
@alaero hes not. Fucking Dutton is still in immigration.,-1
Youve really put the broom through the joint is a new high in journalistic enquiry.,0
Weve got to remain on the balls. Of our feet.,0
Went to visit Nadia's art stall and eating late lunch. (@ Rose Street Artists' Market) https://t.co/4pyJNY6EoW http://t.co/1qnC5u3Kz1,0
@barriecassidy @DrRimmer hes been watching the duds underperform for two years now,0
Remind me never to fly during school holidays omg what a mess of people,-1
Shameless pandering to the potato lobby.,0
@mscott are you sure you picked the right time to leave?,-1
"Learning the action for ""Oh My Goodness!"" Haha nailing it! #lochlanho #LochlanAlexanderHo #babyho https://t.co/leJ5iiWRF1",1
Who gave an adult the keys to the country??,0
@alaero I dont think Tones gave him anything. They were taking from his tantrum-throwing hands.,0
When 2 Beauty Bloggers meet up :)  at Melbourne @ Brighton Beach https://t.co/Yh1wkJQpKc,1
#adventurezone #family #fun @RoyalMelbShow http://t.co/SZBW95iCa2,1
my sis got a free sundae out of that monopoly thingy... @ McDonald's Airport West https://t.co/xRTDkJy2BK,1
Pat a chick @RoyalMelbShow #family #fun #melbourne #ooh #advertising http://t.co/N5IIP1BSJz,1
"@vanbadham Cue, faux outrage. #auspoI has not had vision or passion, positive renewal from a leader for many many poisoned years",1
We take you live to the smoking area at Parliament House. http://t.co/LBoh5uIFP2,1
Yay!!! Much deserved #mojito after a lovey day shooting in the #sun @jessrosheen #melbourne #fashion https://t.co/JxkR8EGB4W,1
Eurotrash is having a chanelethon ... Come see our collection of rare and amazing new and vintage https://t.co/xkpU8S1bsm,1
"@latikambourke @TurnbullMalcolm Wow, what a great word. Will have to look it up to see what it means . is it spelt correctly ?",1
@BernardKeane @SenatorFifield @Birmo cant have been that easy to perform well surrounded by so many duds.,1
Perfect day for the #royalmelbourneshow @ Royal Melbourne Showgrounds https://t.co/pJeNS6aBFn,1
You make me happy!  @ Arrow on Swanston https://t.co/qXMZowyXpI,1
@AlisonFairleigh one is my boss ,0
"Prawn and sugar cane. Yum! (@ Basil Leaf Pho L Qu in Melbourne, Victoria) https://t.co/o1RUfMMvVz http://t.co/oIhTJz5vnH",1
Blue skies at the #royalmelbourneshow @ Royal Melbourne Showgrounds https://t.co/tWSdvQTqyr,0
"@geeksrulz Easy job, we dont have a car industry anymore thanks 2 Libs ",-1
Pretty pumpkins and Market Lane coffee with two babes farrahallan and Sum. Call me weird but isn't https://t.co/1vQ0DgFzFQ,0
"I want to know has Turnbull  given Peta her marching orders, if not why not !!! ",-1
The best way to arrive to @royalmelbshow is by tagabikes! Door to door transport and free #cyclestyle https://t.co/iKMki92h7b,1
1st of the day - Drinking a Small Ale by @ColonialBrewery @ Hawthorn East   http://t.co/OWf5hCz2GT #photo,0
she sells seashells by the seashore http://t.co/CsFyZqpNmi,0
I wish that I could be like the cool kids  #baileynelsoneyewear @ Bailey https://t.co/MhYiLqP7tE,1
I cooked milk rice (kiribath) for the very first time and it was https://t.co/1xx4OZuUvU,1
"@Qantas thank you for your web app. It is absolute garbage. Seat sel, checkin, boarding passes, the works. http://t.co/Ild5WnIgM8",-1
@karenandrewsmp so many congrats! Please come to the Australian Psychological Society 50th conference on the Gold Coast 29/9+ and say hullo,1
That's a nice surprise. Came away with a flavour a bit like pinetarsol tho... (White Witch) http://t.co/kstaBu429B #photo,1
@KetanJ0 I think lumping science and industry into the same portfolio belies govt attitude to science and has always been a mistake.,0
#entertainmentdome is drawing in the crowds @RoyalMelbShow #advertising #family #ooh #bigscreen #media #melbourne http://t.co/vlC3f54Snf,0
@drunkenmadman first ranga defence minister in Australia's history,0
"Waiter, there's a cat in my beer. A wonderfully lightly hopped Belgian IPA... (Belle-Fleur) http://t.co/e0iB1hfIdh #photo",1
Family day xo @ Melbourne Zoo https://t.co/xSb9XlRQk8,0
The lounge has flying chocolate now. I like this. *stuffs it all in my bag* http://t.co/WVvtaNuCs2,1
Love overdue beers with the great man courthouse_hotel #courthouse #fringe #beer #sundayfunday @ The https://t.co/r5oUStvUV7,1
"Wheel of Fortune...
#instadaily #igdaily #igers #picoftheday #photooftheday #photographsdaily https://t.co/YohfuyjJEG",0
@BernardKeane oh she will be interesting and good,1
@BernardKeane lawwwwwd :(,-1
Hood Hangs. @ Welcome To Thornbury https://t.co/Jp5op2yogO,1
So many N.W.A 'fans' nowadays,0
"2 shows down, 5 to go. Book your tickets now to avoid FOMOOB  (Fear Of Missing Out On Beasts!)  Cheap https://t.co/QuS7oSMUCr",0
Scored some second hand goodies at the Frock Swap today. Bit bummed I didn't go back for the new pair https://t.co/xuWYsfukfZ,0
Thanks 'Radio Haanji' 1674 for a interview. Enjoyed it  @ Radio Haanji https://t.co/9SkYhybIaP,1
Congratulations #cake for a gaggle of Diploma qualified #kinesiologists  @ Kinesiology Connection https://t.co/vIzaSlDPfD,1
"I'm #kks but I'm ok. @ Argyle Square, Lygon Street https://t.co/N8r70XIA2s",1
"Hockey sticks the taxpayer with the cost of a by-election, one year out from a federal election. Cunt.",0
Last one of its kind #ldr #goodbyes @ Melbourne International Airport (MEL) https://t.co/x2wbvtXJTx,1
Im watching people boarding Tiger. Omg.,0
 @ Fawkner Park https://t.co/yErinzmrxN,0
My flight is delayed too. Time for another drink.,-1
I have google maps and sill got on 2 trains in wrong direction .Australia the beach is EAST. BE THERE https://t.co/1XiXpDUq1m,-1
Who knew my last tweet would be a trigger for so much spam. Hi!,-1
Aah! Glorious Sunday Evening... #melbournediaries #Melbourne #Sunday #Evenings #StKilda #Beach @ St https://t.co/PyyaqH4PB9,1
@wolfcat Doesnt it belong to his wife?,0
Birthday bros with the OG @friesenpatrick and xcandiiice #justdocoolshit @ Builders Arms Hotel https://t.co/ov1MRDBkww,1
"Well, if you like burgers give 'em a try sometime...Mm-mm-mm. You know what they call a Quarter https://t.co/ndwOqAf0SI",0
It's a wrap! Time to finish up the course work and apply the new knowledge that I've learnt here. So https://t.co/MPldsmBUuw,0
Shocked that the utterly inept Peter Dutton is to retain his Immigration portfolio. Does the PM really believe it to be an unimportant one ?,-1
Hot men fly Tiger btw. #hotmans,1
See you for dessert @saigonsally_ RG @ Saigon Sally https://t.co/3jZUUSM6cQ,0
So just applied to study a Phd at Sydney uni so theres that to look forward to next year #neverstoplearning,0
Delayed by an HOUR. Of course flight delays only happen when Im not eligible for travel flexi time. I see long lunches happening this week.,-1
Had this last night - Drinking a Skully by @murraysbrewing @ Foresters Beer &amp; Music Hall   http://t.co/WWbfpllYo2 #photo,0
Yarra River Walks  #yarrariver #springhassprung #ilovemelbourne @ Yarra Bend Park https://t.co/8YxmDKgAoJ,0
Home Sweet Home after 30 days of travel #needtwoshotsofcoffee #planningnextadventure https://t.co/vAsX2wL4n8,1
Love seeing Rennie Ellis photography on Kleins hand wash @ Spout Cafe https://t.co/O08fJ6f6Ku,1
News delivered differently. Check out The Project on http://t.co/i4uCHm8zfv,0
@Hasa81 I found a place for you to live. http://t.co/myThqbNaPG,0
Best friend  #vflprelim @ Port Melbourne Football Ground https://t.co/ol4kUvn0WT,1
"@JRWinbank and now, minister for the arts no more!!!",-1
Brighton beach after 1.5 years ! #colourful #brightonbeach #sisters https://t.co/u11oJeHeyD,1
"Nearly sunset, with concrete @ Princes Pier https://t.co/hUurxsKUji",0
Yummo #porkbelly at the #Exchange Hotel it was amazing  @ The Exchange Hotel https://t.co/r2dR3QAdwL,1
@billymflynn @ThaaoPenghlis Can't wait! I love seeing all the Dimera's together... Could u please say hello to Joseph.. ,1
Who says #Melbourne has bad weather. Glorius Sunday beers on the Yarra @hophausbar. #bierplatter https://t.co/PFvE7yQBMB,1
What a beautiful sunny day for a family day out at the Melbourne Show. Seth had his first encounters https://t.co/TJcRz9rdod,1
Today would have been a great day but study.  riley_langlands thank you for making legal studies https://t.co/593Y6KkTJ3,1
"Had heaps of fun getting shot ... for @realsongwriters today! Thanks Jena for having me, _justpaul_ https://t.co/zHPlSMdjeE",1
The best thing about this delay is that now I will get another set of sunset photos. For Instagram. Of course.,1
Winnebago Lounge @memomusichall #upstairs #music #sunday #free #cheapdrinks #newvenue https://t.co/glAqdNneyK,1
Shameless selfies at the show while the big and little kid ride the slide 50 times over  https://t.co/9wVwX05XNq,1
"Colonel Hathi, is that you? #Melbourne #urbanjungle #sundayafternoon @ Harbour Town Melbourne https://t.co/g31RQqeRVZ",0
The Ska Vendors @ Winnebago Lounge @memomusichall @festivalsofaust @dharrisphotos #sunday #free https://t.co/aKzpgIFpUz,0
Great effort Bombers. Good luck to Willy next week we can't have the Hawks winning any flags this year #PJVFL  https://t.co/8WUJ6N4aon,1
Got owned by a hook turn. Savage thing. Seems easy enough on paper but when the intricacies kick in it can make a newbie go blank.,-1
"An electronic tram stop! We DO live in the future! @ Edinburgh Gardens, Melbourne https://t.co/opSfR0cVHF",0
Summer is coming.  #VSCOcam @ St Kilda Beach https://t.co/VaBhLPMBwH,0
Perfect way to spend a Sunday afternoon! HAPPY BIRTHDAY B!! Xx https://t.co/QGaCpBjyeF,1
"A cheeky snap at @aoscoffee    

#cafe #coffee #specialtycoffee #design #standingroombooths https://t.co/10C2n7Etxc",0
@baxters bloody Virgin. #shakesfist,-1
Its been like this for at least six weeks. Good thing were on cable. #fraudband http://t.co/bHgvMCxfPs,1
Good times with great people!! Happy early Birthday to me!! #veitnamese #kareoke #29 #twentynine @ https://t.co/priy5X716w,1
I can say quite categorically that these labels mean absolutely nothing. #themoreyouknow  https://t.co/uF6QzArJqd,-1
One...two...three  @ St Kilda Beach https://t.co/PKFPYCVfGY,0
All smiles and singing! #kareoke #twentynine @ Bing Minh https://t.co/FeXX5iutww,1
I am just standing randomly because there are no seats at the gate and a queue has formed behind me. Oh.,-1
"Well, aside from the shocking neglect of infrastructure, wed also be on 3Mbps max due to the distance from the exchange.",-1
Brunch then a dance with these guys across the road. #streetart #yarnbomb @ Archie's All Day https://t.co/PWngOkMq0I,1
Blending Sponges that don't absorb your products yes Barely Sponges are the newest on the market https://t.co/aUYOb2zSip,0
Great effort from Ryan in his first fight and being a Heavyweight the last fight of the night losing https://t.co/JWThdI7jiA,1
I dream of a world where a machine like this will finally offer up Super Mario. #standbyhayley @ https://t.co/M3POdFDi7W,1
Pondering the week ahead! #portmelbourne #ponder #sun #beach #pugalier #sand #weekend @ Port https://t.co/ZrY6RCezCZ,0
@wolfeidau what? That seems wrong.,-1
"Momento mori underfoot. #streetart @ George St, Fitzroy https://t.co/siXzeSJPL1",0
Chilli cheese fries #brunch#nice @ St Kilda Beach https://t.co/ID7pmCP4AR,0
So many children ,0
@nataliemoo true lol,1
"As angry as I was seeing Donny out here on the lake, made for a bloody awesome photo, he still is in https://t.co/hGQsYOfzGA",1
More delays. Guess who is heading back to the lounge. Again.,0
I swear I will end up too drunk to fly if they keep this up.,0
Fish &amp; chips with a gorgeous sunset #melbourne #portmelbourne #fishandchips #sun @ Port Melbourne Beach https://t.co/lDertp6Fqb,1
Sunsets on the @royalmelbshow main arena. One more big day to go for us with four classes in one day https://t.co/HO5TIsIJlC,0
Sunset at Williamstown on a nice day  @ Williamstown Beach https://t.co/kCwATibHJ3,1
Happy Feet at Brighton Beach  @ Brighton Beach https://t.co/DjfrjlP6V0,1
"Another nice day for a ride. 
#brightonbeach #melbourne #beach #sunset #ride #weekend @ Brighton https://t.co/0sNTecGgxX",1
"back for burgers, Sam (@ Hello Sam Gourmet Burger Cafe - @hellosamcafe in South Yarra, Victoria) https://t.co/puqS9hmJv4",0
@LeighEllis I only stopped a tram and made another driver curse. At least I didn't kill someone?!,-1
@EnglishEmma definitely harder than that!,-1
So excited to be at Planetshakers Melbourne tonight! Wow! #livingthedream #letsgo @planetshakerscc https://t.co/uuIRE2a0nk,1
A few sparklings later... #graduated @ Melbourne Convention and Exhibition Centre (MCEC) https://t.co/v0RcBODKEA,0
Beautiful St. Kilda evening !!!! #melbournediaries #Melbourne #StKilda #oneplusone #evenings #Sunset https://t.co/I57vDqb6HR,1
"The staff at our school decorated the room for us, bought us cake &amp; celebratory drinks. We all talked https://t.co/9CwmAujFnL",1
Goodbye sun. @ St Kilda Beach https://t.co/2tIsxfbRys,0
"Alright stop, Costco time! A lot of money was spent and a lot of magic food, books, household goods https://t.co/QodnrHeFcS",-1
Beautiful evening light on Melbs tonight http://t.co/TG6aHL0S0w,1
Skye and ele's awesome birthday cake. Timey wimey goodness. Wonder what it tastes like? Wibbly wobbly https://t.co/yTVmc0wptd,1
I love busy days but sometimes i feel like these two. @ Melbourne Zoo https://t.co/3dsb5tRdQk,1
The squad ahead of our 2-1 win over South Melbourne @ Lakeside Stadium https://t.co/HDO9HUNMuw,1
"6:13pm: sunset
tomorrow's forecast for Melbourne: showers, 17/8C",0
Emmm900 words to go tonight ... And early morning got a 10mins test.. Which involved entire Myob https://t.co/6LHyB0MnFd,0
"@Yes_IamSancho it was in super slow mo so it wasn't that bad, but it's really confusing. I better learn it's tricks properly.",-1
Great way to finish a long day at the show #mercadante #chocpizza @ https://t.co/Nn43ONqNy1,1
Sunday runs go alright when you have this view on your front door @ Albert Park and Lake https://t.co/td7FEpEHg3,0
"Spinning Melbourne Star Observation Wheel 
Awesome as a family experience,  perfect for the first https://t.co/yxiUhnkiXq",1
"#Repost - Rad shot by jovictattoo on today's #kustomkommune ride.
Perfect day!

Ace ride with https://t.co/Kjz55km0Ea",1
"That's the weekend done...oh no it isn't actually, I have 2 days leave left.  Winner.

#Northcote https://t.co/gI0qfHqVe7",0
" Awesome catch up session, can't believe I haven't had these sooner!

Spiced apple cider https://t.co/yc7I0g4h6z",1
"What's the easiest way to double your money?
.
.
.

Put it in front of a mirror of course!  https://t.co/UZIdsPfbFa",0
"It's the last night of the Acland Street Projection Festival tonight, get down to St Kilda and check https://t.co/ANC2vN0Ppl",0
#latergram from @theconvent...on my grand expedition to find @cone11ceramics  #happydays https://t.co/gG8fn9TkJZ,1
Didnt even get a kiss or cuddle goodbye @RedBrizett ?? Heartbreaking to say the least!! Gonna miss ya! ,-1
ur otp goes to the melbourne show part 1  @_melbarrett @ Royal Melbourne Show https://t.co/k9KldDx5Lz,0
Today was a stunner #melbourne #australia #thetan #sun #stunner @ The Tan https://t.co/ThDmS1MVIh,0
Today we went to the zoo and got a selfie with a lemur #jellandjanaday #matching #iliketomoveit @ https://t.co/WgPzE2wtde,0
"Sunday arvo catch up with the beautiful Leanora style_engine 
#girltalk #vino https://t.co/pREKb1f7QP",1
"A fiery dinner at Dainty Sichuan ft. deep fried corn with salted egg yolk, green beans with minced https://t.co/i0AxkMsoVo",0
"@GuanoLad it's alright - she doesn't ""see herself as a feminist"", so will stick to  motherhood statements, literally and metaphorically.",0
I love this vegetable dish so much: grilled eggplant and cauliflower in yoghurt dressing. This little https://t.co/RlbER8dcXV,1
@mrjakehumphrey you're just Richmond that's all you are.,0
Leith @PurvisBeer You were right to recommend this to me. Cheers. - Drinking a Double Jack @ Carnegie - http://t.co/OcXFjHW6US,1
Im still in Melbourne oh my god.,0
@bboekhorst12 sharing the same part time job. #snorkelbenders,0
@funkycarbon loving it.,1
Great panel discussion this morning at #pbn2015 on the future of #pharmacy and the #technology that https://t.co/7koaPy4glp,1
@wolfeidau nice.,1
Wanna come and watch the sunset? @ St Kilda Beach https://t.co/7e6OMK3gqP,0
I made mauve gnocchi! Picked up a new skill this weekend at #italyonmymind's cooking class in https://t.co/hso7L461Vj,0
Sunday evening after working on my secret Richmond garden. #spring  #mylifeinMelbourne @ Yarra https://t.co/RUaoqrBWGw,0
Tall and small palm trees @ St Kilda Beach https://t.co/ELuvYamrjS,0
@toddwoodbridge Why did the Europeans walk off the green if they werent giving the putt?? Surely you stand there to watch.,0
Incredible already tonight at @planetshakerscc Melbourne. #livingthedream @ Planetshakers City Church https://t.co/SsqGxSmcsa,1
50 Bertie Beetles = the sign of a successful Sunday @ Royal Melbourne Show https://t.co/SMTRvuI4Zi,1
dinosaur traiiiiiiiin,0
STAY TUNED! Monday 21st Sep - tomorrow night we're unveiling our next competition. Watch this space https://t.co/eaCWJ6iQ8B,0
"At the truck stop.

#WelcomeToThornbury 
with @jbray26.
_ @ Thornbury Food Van Centre https://t.co/Xij4JlgkyN",0
The last minutes of sun #melbourne #sunset #northcote #ruckershill #ruckershillsunset @ Top of https://t.co/XsF41dGsRF,1
Well that was all to brief. http://t.co/RSJ7GbiU2n,0
Western Fried Chicken. #St.Burgs #Maribyrnong @ St. Burgs https://t.co/Tgr8F0tmyL,0
Leaving Melbourne after five days of intensive #startup business development #CMO http://t.co/N6zOjNfoxj,0
"Nice sunset, Melbourne @ Top of Ruckers Hill https://t.co/h8kpHKrhDB",1
We're at the hub to get our #melbfringe on #repacproductions  hope to see some of you at #detached https://t.co/laiEWRsbvU,0
Beach walks with my lil man  @ Brighton Beach https://t.co/aA4BG0re6b,0
"#iFitness is here again! Get those muscles moving (or relaxing, whichever you prefer)  #ISMAVIC... https://t.co/GpTT97H683",0
Republica at Twilight! One of the most amazing settings to witness on the beach side. https://t.co/9AeSI0DgVC,1
Great fight by Isaac Tupou in a real battle with NSW Champ Damien Vaughn which went close with NSW https://t.co/x3pdvjjTAs,1
Where's Kowalski? #beerisgood #notsostealthycat - Drinking a Hop Bomb IPA @ Hawthorn East - http://t.co/kfPeT93mQ4 #photo,0
Back to work #sunset #sunshinecoast @ Virgin Australia Terminal Melbourne Airport https://t.co/5hByNnWfKj,0
"Hey, look, Barrett actually got this right.  https://t.co/PWJLTduiRf",1
My sunset pic from #GreenPoint #Brighton this Sunday evening #bayside #melbourne http://t.co/9ekQVfKGTB,0
Did hell freeze over? RT @inspiringACT: And Science now has an Assistant Minister! https://t.co/VZBGhjbcSb,0
...PURE GLAM... @ Miss Fitzy's https://t.co/nOkdY34rvO,0
"{pre-show selfie} 
The beautiful cast of TESS...and me I have a talent https://t.co/JoKcRVgaVs",1
"Say what you may, but I always enjoy the sound of an organ in worship.",1
Thanks for coming to our Melbourne twerk choreo class ! Second part of #twerkitlikemiley routine is https://t.co/MCv8ctYPNE,1
Possum friend  @ Carlton Gardens https://t.co/ztsUt4ap5s,0
A Ferrari 458 Speciale take off yesterday in Richmond. The owner also owns a Lamborghini Aventdor A https://t.co/JWDi2F3NGm,0
Lazy night at home (@ Grab Kebab) https://t.co/WiN99oG6f0,0
....new to the #qantas Club....unsweetened iced tea! (even better when jason___langer dilutes it 1/3 https://t.co/lFjvw0dJzH,1
"Cruise to Tasmania 
lovely 26c today
.
.
#beautiful #melbourne #australia @ Port Melbourne Beach https://t.co/pWvyQnVr94",1
With the lovely birthday Girl STEPHANIE  #ManTongKictchen #BirthdayCelebration #HappyMeh https://t.co/656lwZzPNE,1
The joys of sitting on the Tarmac for half an hour waiting for a gate.  Thankfully once off stepped straight onto a skybus.,1
"Starving... (@ Krua Thai in St Kilda, VIC) https://t.co/hz5kOhAKLL",-1
@liquidparanoia @skybusmelbourne yes but we dont need so many tunnels.,0
Fountain outside Exhibition Building. @ Carlton Gardens https://t.co/uOiS4Csi4t,0
The Birthday Girl STEPHANIE  All the best #ManTongKictchen #BirthdayCelebration #HappyMeh https://t.co/eaMxvuUt8O,1
@Flansq lol,1
nothing is important // so everything is important  @ Keith Harring's Mural https://t.co/8dZCgVHS9N,1
such a good arvo nap. now tim for the block (:,1
"Meet a superstar this week at The Play Shak. school holiday FUN @ the kidz playshak, altona north  http://t.co/xdJwu5n7p8",1
PAK!! The Lovely Celebrant and the emoterang Palaka!!! #HappyMeh #HappyLife #Happiness #LoveLoveLove https://t.co/Pte30WWePP,1
All Wiggins needs to do this season is improve his 3pt shooting and ball handling. If so I have no doubt he'll excel https://t.co/GX01WTtqKr,0
"Wow that sandwich looks amazing, I wonder who created that! @ Two Row Bar https://t.co/okVUSP0ini",1
Still with the Birthday Girl STEPHANIE and another emoterang Frog PAK!! #ManTongKictchen https://t.co/yru5cFvEmL,0
"Sticky Ricky &amp; Nicky
Sweet soy and vinegar pork spare ribs from Shanghai Street @chapelprecinct https://t.co/syBEh9pgv7",1
"Big weekend 
Port Melbourne turning it on. 
#sunset #melbourne @ Port Melbourne Beach https://t.co/NgkBNibgyZ",0
@NZStuff I hope they dont euthanise the tiger- it was only following its natural instinct.,0
And the Foods we ordered PAK!!! winner sa sarap!!! #ManTongKictchen #CrownMelbourne https://t.co/DnZ8wvWDPu,0
"Great time, amazing audience at #uncon15  yesterday - thanks for the pic @gagey #regram @ Melbourne https://t.co/g63mNShqEE",1
"Meet the #YourCrew2016 Vice President, Adin and Post Graduate Rep, Lauren! @ Monash University https://t.co/QGh7E4dcVE",0
"Getting ready to start a new job tomorrow, very excited and a bit nervous!!!!",1
Big night in on the Sparkling Water @ A-S-Mgent https://t.co/dD7r7TW55Z,0
i live here now http://t.co/PW6QjQd6p0,1
Trying our the Melbourne Casual look. @ Politix Crown Casino https://t.co/YfJo5J3NDA,-1
@kahlerisms nope. Overhead HFC.,0
"@struct lol, I was thinking the same thing!",1
Victoria Vezzano of @vicvezzano  with ebrudallikavak from The Bachelor @fashaid #VezzanoCouture https://t.co/xc0roUPc3B,0
Thanks for coming to our Melbourne twerk workout class! We had fun ! Melbourne twerk fitness group https://t.co/jqLhZDXBnh,1
Completed the Dandenong 1000 steps today  http://t.co/IR8gigFu15,0
Mental note to self never leave my phone around small children. Thanks https://t.co/bmbPpc9bpf,0
"@GillianMonahan yes, terrible- I hope they dont euthanise the tiger for acting on instinct.",0
"@kahlerisms Telstra is all underground, Optus (which is what I have) is all overhead.",0
"Seven things the cabinet reshuffle tells us about Malcolm Turnbull

http://t.co/zfuvYGQlWU",0
"Mid Autumn Lantern Festival  @ Southbank Boulevard, Melbourne https://t.co/bSpxVvmUD1",0
@Yes_IamSancho thanks that's healthy. By the looks of things I got the enter into position right but just the wrong signal read,1
@Yes_IamSancho helpful not healthy,-1
"Coq au Vin Blanc for #dinner last night. Easy and delicious dish. But no, it was not a #SuriCooks https://t.co/aCucmwY7Rz",1
Open Facebook. First like ten posts are about the same two people getting engaged. Close Facebook.,0
If great shit is happening in your life don't you have better things to do then celebrate on the Internet?,1
"Last leg going home. #headache (@ Broadmeadows Station - @metrotrains in Broadmeadows, VIC) https://t.co/CqTc5Da2Ud",-1
Playing MLB 2013 and realizing there's like 3 players still on our starting rotation for the Jays,0
"The PAD in South Kingsville has landed! Hooray.the pad cafe, south kingsville  http://t.co/54ZE1kL5oh",0
@Jamie_Freed got all excited for a moment RT@AviationMedia: Canadian #airline coming to Melbourne - @Florida_Today http://t.co/6izUEsFfzO,1
Just downloaded @tweetbot onto my phone again after not having a Twitter client on my phone since July 30 - its good to be home,1
Another great day at the show over and done with! #royalmelbourneshow2015 #exuhsted @ Royal Melbourne https://t.co/YJIRi6fY83,1
#abs! Train until you're proud. Skipping #restday today. #Sunday is a good day for extra cardio and https://t.co/UleJlKX2K3,1
Sensational behaviour this weekend Melbourne. @ Port Melbourne Pier https://t.co/R2sWDKH51O,1
@Colvinius what I wrote on 21/8: I have no idea who are the brainiacs in PS service behind this lame attempt to look helpful and relevant.,0
"Sunday sesh with M dawg (@ Cornish Arms in Melbourne, VIC, VIC) https://t.co/goYPZ4GfdX",0
"Even as a die-hard #Springboks fan, I think the #Japan win is great for the game of rugby #RugbyWorldCup",1
Second episode of #SilentWitness on tonight!!!! ,0
@thepadcafe has landed in South Kingsville!  Hip Hip hooray!  #newcafe #melbswest #mammaknowswest https://t.co/BbEUPbx1h8,0
Still havent added FB or Instagram back onto phone again - one thing at a time,0
  The spring sun......slowly warming up the bay!  Roll on summer!  #Williamstown #beach https://t.co/Yst1nPX64h,1
"@majornelson I do have CC on 360, but its not out yet in Aus?",0
"1 popping candy baby cino with extra sprinkles please. 

#cinoheaven #mammaknowswest #melbswest @ The https://t.co/QTyUqDj4pg",0
You know youre in South Yarra when: bartender pours end of Chablis bottle in your glass &amp; tops up from new bottle w/out checking cork taint,1
The Night of Champions is among us... Final night of the Australian tour for @ajjtheband and https://t.co/5iKlCXgL6t,0
"So much good honey. If I had a beard, it would smooth it out with lustrous sil... (Sparkling Mead) http://t.co/xbyJ5bAqeG",1
My favourite thing in the world - ghost dogs on the Sims,0
#Gallery69 In 'Sudreyjar - the Southern Islands' Norma A McGowan's wolves are cute yet have a certain https://t.co/3JxbzzCrSc,1
#Gallery69 Robina McDonald explores 'The Hidden People of Iceland' but I prefer her Rorschach-like https://t.co/FuyxoxT109,0
"We're happy little Vegemites
As bright as bright can be @ Hawthorn, Victoria https://t.co/Urse3HbvYB",1
Banana muffins! #slightdifference #baking #onlyonemuffintray @ Dolce Delights Bentleigh https://t.co/Yn7xrhFq8d,0
"Was a tad disappointed that #parkour training didn't go as well as expected - failing climb ups, torn https://t.co/JjfI0DG4lU",-1
My boy doing his thing @ryansmith1904 Video mixing for @planetshakerscc #ilovemyfamily #bigfuture @ https://t.co/qzQjsKp9Ka,0
Dinner and now drinks with the lovely  guernica__. Thanks for the amazing food finasvegetariancafe. @ https://t.co/R4URMXpU6A,1
This is a cracker of an episode so far. #DoctorWho,1
"Good night world love from #paradiseisland 

#Srilanka #flightzone #myflightzone #TheJourneyBegins https://t.co/seZ7bj747x",1
Catching up w/ this crew westelmchadstone #beer #rooftop #sun #spring @ The Emerson https://t.co/TN1nrn9dYW,1
#sunset #stkilda #melbourne #australia #spring @ St Kilda Beach https://t.co/roEpZfpRiI,0
@AndrewWaltonx @ElevateSCAu interesting pic. It appears to be a half standing sweep but not sure why the resistance is coming from side? 1/1,0
